timestamp_ns,type,seq,exposure_us,iso,path
2454087999000,rgb,10256,3001,1600,rgb/rgb_2454087999000_10256.png
2454121321000,rgb,10257,3001,1600,rgb/rgb_2454121321000_10257.png
2454154643000,rgb,10258,3001,1600,rgb/rgb_2454154643000_10258.png
2454187965000,rgb,10259,3001,1600,rgb/rgb_2454187965000_10259.png
2454221286000,rgb,10260,3001,1600,rgb/rgb_2454221286000_10260.png
2454254608000,rgb,10261,3001,1600,rgb/rgb_2454254608000_10261.png
2454287930000,rgb,10262,3001,1600,rgb/rgb_2454287930000_10262.png
2454321252000,rgb,10263,3001,1600,rgb/rgb_2454321252000_10263.png
2454354574000,rgb,10264,3001,1600,rgb/rgb_2454354574000_10264.png
2454387896000,rgb,10265,3001,1600,rgb/rgb_2454387896000_10265.png
2454421217000,rgb,10266,3001,1600,rgb/rgb_2454421217000_10266.png
2454454539000,rgb,10267,3001,1600,rgb/rgb_2454454539000_10267.png
2454487861000,rgb,10268,3001,1600,rgb/rgb_2454487861000_10268.png
2454521184000,rgb,10269,3001,1600,rgb/rgb_2454521184000_10269.png
2454554506000,rgb,10270,3001,1600,rgb/rgb_2454554506000_10270.png
2454587827000,rgb,10271,3001,1600,rgb/rgb_2454587827000_10271.png
2454621149000,rgb,10272,3001,1600,rgb/rgb_2454621149000_10272.png
2454654471000,rgb,10273,3001,1600,rgb/rgb_2454654471000_10273.png
2454687793000,rgb,10274,3001,1600,rgb/rgb_2454687793000_10274.png
2454721115000,rgb,10275,3001,1600,rgb/rgb_2454721115000_10275.png
2454754436000,rgb,10276,3001,1600,rgb/rgb_2454754436000_10276.png
2454787758000,rgb,10277,3001,1600,rgb/rgb_2454787758000_10277.png
2454821080000,rgb,10278,3001,1600,rgb/rgb_2454821080000_10278.png
2454854402000,rgb,10279,3001,1600,rgb/rgb_2454854402000_10279.png
2454887724000,rgb,10280,3001,1600,rgb/rgb_2454887724000_10280.png
2454921046000,rgb,10281,3001,1600,rgb/rgb_2454921046000_10281.png
2454954368000,rgb,10282,3001,1600,rgb/rgb_2454954368000_10282.png
2454987690000,rgb,10283,3001,1600,rgb/rgb_2454987690000_10283.png
2455021011000,rgb,10284,3001,1600,rgb/rgb_2455021011000_10284.png
2455054334000,rgb,10285,3001,1600,rgb/rgb_2455054334000_10285.png
2455087655000,rgb,10286,3001,1600,rgb/rgb_2455087655000_10286.png
